src,dst,resource,value,weight
DZA,SWE,Agricultural products,59.7069247,36.2799743
DZA,CHE,Agricultural products,219.1543961,67.0553144
DZA,CHE,Fertilizers,7.795,25
DZA,CHE,Fossil fuels,91205.153,36422.22
DZA,CHE,Metals and minerals,0.233,0.018
DZA,SYR,Agricultural products,5464.079,12912.425
DZA,SYR,Fossil fuels,1.685,0.029
DZA,THA,Agricultural products,1315.2417392,2869.3196962
DZA,THA,Forestry products,81.244,481.56
DZA,THA,Fossil fuels,237506.86,551387.776
DZA,TGO,Agricultural products,747.07695,1635.3059899
DZA,TGO,Metals and minerals,4.715,57.197
DZA,TTO,Metals and minerals,4.198,55.76
DZA,ARE,Agricultural products,10012.94451531,17695.98319704
DZA,ARE,Forestry products,0.543,0.258
DZA,ARE,Fossil fuels,4198.194,12816.774
DZA,ARE,Metals and minerals,5300.61905351,2.353
DZA,TUN,Agricultural products,4495.27315688,10315.69419352
DZA,TUN,Forestry products,1435.226,8215.02
DZA,TUN,Fossil fuels,939769.53299,336289.5096
DZA,TUN,Metals and minerals,563.40375689,8817.002454
DZA,TUR,Agricultural products,21380.8886135,45690.8067056
DZA,TUR,Forestry products,398.099,2416.5
DZA,TUR,Fossil fuels,1610586.9494,5009698.5379
DZA,TUR,Metals and minerals,2600.803355,18089.2931
DZA,UGA,Agricultural products,724.5,1500
DZA,UKR,Agricultural products,99.818,117.998
DZA,UKR,Metals and minerals,3161.333,46600
DZA,MKD,Agricultural products,3034.13,6355.118
DZA,EGY,Agricultural products,50102.4111,93736.3529
DZA,EGY,Fossil fuels,295221.797,769897.263
DZA,GBR,Agricultural products,2382.09062684,4136.05458591
DZA,GBR,Fertilizers,52197.1536,240891.38
DZA,GBR,Fossil fuels,982083.76254,2344880.861
DZA,GBR,Metals and minerals,0.391,0.138
DZA,TZA,Agricultural products,7097.68849492,15322.7367
DZA,USA,Agricultural products,2515.81058,909.248906
DZA,USA,Fertilizers,106385.412,450377.744
DZA,USA,Fossil fuels,3358508.8241,9779261.8551
DZA,USA,Metals and minerals,6839.788,0.223
DZA,BFA,Agricultural products,22.174,97.092
DZA,BFA,Fossil fuels,543.36,1002.343
DZA,URY,Fossil fuels,4987.387,12817.733
DZA,URY,Metals and minerals,11532.463,161870.94
ASM,AUS,Agricultural products,8923.301,8668.29
ASM,AUS,Metals and minerals,185.458,348.745
ASM,BHR,Metals and minerals,33.491,10.102
ASM,SLB,Agricultural products,NA,NA
ASM,MMR,Agricultural products,NA,NA
ASM,MMR,Fossil fuels,NA,NA
ASM,CAN,Agricultural products,NA,NA
ASM,CAN,Metals and minerals,NA,NA
ASM,LKA,Agricultural products,85.119,47.45
ASM,LKA,Metals and minerals,NA,NA
ASM,COL,Agricultural products,2297.153,1378.231
ASM,COL,Forestry products,8.944,14.125
ASM,ECU,Agricultural products,31.97,122.41
ASM,FIN,Agricultural products,NA,NA
ASM,FRA,Agricultural products,710.879,549.405
ASM,FRA,Metals and minerals,NA,NA
ASM,GHA,Agricultural products,0.032,0.028
ASM,IDN,Agricultural products,NA,NA
ASM,IDN,Metals and minerals,NA,NA
ASM,JPN,Agricultural products,983.951,872
ASM,KOR,Agricultural products,793.33,715.669
ASM,KOR,Metals and minerals,NA,NA
ASM,KWT,Agricultural products,NA,NA
ASM,KGZ,Metals and minerals,NA,NA
ASM,LVA,Fossil fuels,2.751,2.261
ASM,MYS,Agricultural products,158.095,64.772
ASM,MRT,Agricultural products,4.791,18
ASM,MAR,Agricultural products,NA,NA
ASM,NZL,Agricultural products,50.488,14.609
ASM,NZL,Metals and minerals,453.571,2858.102
ASM,PAK,Forestry products,8.94,28.341
ASM,PHL,Agricultural products,552.873,396.337
ASM,PRT,Agricultural products,482.236,236.517
ASM,SYC,Agricultural products,NA,NA
ASM,SVK,Agricultural products,NA,NA
ASM,ZAF,Agricultural products,NA,NA
ASM,THA,Agricultural products,2233.298,551.583
ASM,TZA,Agricultural products,0.402,0.2
ASM,WSM,Agricultural products,1.263,0.42
ASM,WSM,Forestry products,1.145,2.157
ASM,WSM,Fossil fuels,0.102,0.072
ASM,WSM,Metals and minerals,0.094,0.079
AND,ARM,Fertilizers,NA,NA
AND,BRB,Agricultural products,NA,NA
AND,BEL,Agricultural products,0.028,0.005
AND,BWA,Fossil fuels,14.239,32
AND,BWA,Metals and minerals,5.881,68
AND,CAN,Agricultural products,0.023,0.002
AND,CAN,Metals and minerals,NA,NA
AND,LKA,Agricultural products,7.405,1.443
AND,CZE,Metals and minerals,2.296,0.81
AND,BEN,Agricultural products,NA,NA
AND,DOM,Metals and minerals,30.263,48.154
AND,SLV,Agricultural products,57.513,35.643
AND,ETH,Agricultural products,1.571,0.014
AND,ETH,Fossil fuels,NA,NA
AND,ETH,Metals and minerals,0.02,0.001
AND,FIN,Metals and minerals,2.385,0.11
AND,FRA,Agricultural products,30.275,8.368
AND,FRA,Metals and minerals,30.639,0.005
AND,DEU,Agricultural products,11.419,24
AND,GRC,Metals and minerals,3.453,6
AND,HKG,Agricultural products,84.078,49.212
AND,HKG,Metals and minerals,40.862,16.06
AND,IDN,Metals and minerals,0.225,0.054
AND,LTU,Fossil fuels,158.164,523.839
AND,LUX,Agricultural products,0.176,0.035
AND,MRT,Fossil fuels,13200.552,26250.718
AND,MEX,Fossil fuels,0.094,0.065
AND,MDA,Fossil fuels,3.413,81.02
AND,MDA,Metals and minerals,7.659,212.75
AND,NAM,Agricultural products,0.007,0.002
AND,NAM,Metals and minerals,3.802,1.258
AND,NLD,Agricultural products,0.01,0.003
AND,NLD,Metals and minerals,0.002,0.004
AND,NGA,Metals and minerals,20.28,2.782
AND,PLW,Agricultural products,1.005,0.197
AND,PLW,Forestry products,0.05,0.001
AND,PLW,Fossil fuels,17.586,20.668
AND,PLW,Metals and minerals,0.175,0.005
AND,PHL,Agricultural products,3.784,4.738
AND,PHL,Fossil fuels,44.725,32.938
AND,PHL,Metals and minerals,6.005,7.336
AND,POL,Agricultural products,3.808,0.246
AND,POL,Forestry products,2.63,3.09
AND,POL,Pearls and gemstones,NA,NA
AND,RWA,Forestry products,NA,NA
AND,SRB,Fossil fuels,13.275,4.527
AND,SYC,Agricultural products,2.403,0.169
AND,SYC,Forestry products,1.187,0.501
AND,IND,Metals and minerals,60.133,264
AND,SGP,Metals and minerals,3.459,21.09
AND,SVK,Agricultural products,799.008,4322.881
AND,SVK,Metals and minerals,319.157,88.408
AND,ZWE,Fossil fuels,82.237,46.013
AND,ZWE,Metals and minerals,2.337,0.362
AND,ESP,Agricultural products,55.077,40.5
AND,ESP,Forestry products,296.567,2736.937
AND,ESP,Metals and minerals,769.844,24132.312
AND,CHE,Agricultural products,NA,NA
AND,CHE,Fossil fuels,1.737,2.063
AND,CHE,Metals and minerals,16171.258,88.736
AND,THA,Metals and minerals,15.614,76.48
AGO,DZA,Agricultural products,353.002,187.88
AGO,ARG,Fossil fuels,10851.739,36775.084
AGO,ARG,Metals and minerals,127.272,308.093
AGO,AUS,Fossil fuels,9684.485,32913.125
AGO,AUS,Pearls and gemstones,NA,NA
AGO,ARM,Pearls and gemstones,NA,NA
AGO,BEL,Agricultural products,0.003,0.003
AGO,BEL,Forestry products,382.227,388.902
AGO,BEL,Fossil fuels,9353.479,23683.397
AGO,BEL,Metals and minerals,98.286,34.41
AGO,BEL,Pearls and gemstones,447654.833,0.465
AGO,BWA,Agricultural products,NA,NA
AGO,BRA,Fossil fuels,70052.127,182495.244
AGO,BRA,Metals and minerals,6.21,83.67
AGO,CAN,Agricultural products,4.963,0.2
AGO,CAN,Fossil fuels,0.237,0.163
AGO,CAN,Metals and minerals,17.996,13
AGO,CAN,Pearls and gemstones,2723.603,0.003
AGO,CPV,Agricultural products,7.902,1.568
AGO,CHL,Agricultural products,2536.333,1737.001
AGO,CHN,Forestry products,20597.936,55708.337
AGO,CHN,Fossil fuels,13927144.958,43889054.865
AGO,CHN,Metals and minerals,13777.983,55507.503
AGO,CHN,Pearls and gemstones,4059.285,0.004
AGO,CZE,Pearls and gemstones,0.04,0.004
AGO,BEN,Agricultural products,4283.147,6355.542
AGO,BEN,Fossil fuels,26783.154,62424.628
AGO,DNK,Fossil fuels,38686.519,123242.876
AGO,DOM,Agricultural products,1.357,0.155
AGO,DOM,Fossil fuels,1180.457,2833.885
AGO,FRA,Agricultural products,5.04,1.517
AGO,FRA,Forestry products,93.596,91.936
AGO,FRA,Fossil fuels,1025776.405,3372232.009
AGO,FRA,Metals and minerals,36.331,113.745
AGO,GMB,Metals and minerals,8.802,47.2
AGO,DEU,Fossil fuels,153083.155,482094.155
AGO,DEU,Metals and minerals,NA,NA
AGO,GHA,Agricultural products,10661.49,15237.588
AGO,GHA,Fossil fuels,1.543,1.086
AGO,GHA,Metals and minerals,NA,NA
AGO,GRC,Forestry products,40.63,38.93
AGO,HKG,Agricultural products,137.689,4.292
AGO,HKG,Pearls and gemstones,47276.394,0.049
AGO,HUN,Agricultural products,0.219,0.015
AGO,IDN,Agricultural products,89.1,60
AGO,IDN,Fossil fuels,232949.384,673816.95
AGO,IDN,Metals and minerals,1029.534,709.84
AGO,ITA,Forestry products,293.781,404.082
AGO,ITA,Fossil fuels,423237.664,1343641.342
AGO,ITA,Metals and minerals,11875.002,20853.022
AGO,JPN,Agricultural products,599.625,321.43
AGO,JPN,Fossil fuels,16764.938,45744
AGO,JPN,Metals and minerals,3473.764,2109.67
AGO,KOR,Agricultural products,6788.578,3277.054
AGO,KOR,Forestry products,4.227,36.25
AGO,KOR,Fossil fuels,164616.956,537687.23
AGO,KOR,Metals and minerals,1813.503,610.913
AGO,LBN,Agricultural products,350.209,213
AGO,LBN,Forestry products,600.365,1690.42
AGO,LBN,Metals and minerals,165.451,1428.399
AGO,MYS,Metals and minerals,456.948,292.465
AGO,MRT,Metals and minerals,NA,NA
AGO,MUS,Forestry products,76.314,93.134
AGO,MEX,Metals and minerals,0.243,0.466
AGO,NAM,Agricultural products,3481.201,4718.528
AGO,NAM,Forestry products,238.56,568.61
AGO,NAM,Fossil fuels,0.011,0.004
AGO,NAM,Metals and minerals,7.668,121.656
AGO,NAM,Pearls and gemstones,22.054,67.118
AGO,NLD,Agricultural products,2.079,1.336
AGO,NLD,Fertilizers,0.004,0.011
AGO,NLD,Forestry products,0.081,0.224
AGO,NLD,Fossil fuels,167762.69,561243.993
AGO,NLD,Metals and minerals,24.406,22.532
AGO,NLD,Pearls and gemstones,NA,NA
AGO,NGA,Fossil fuels,NA,NA
AGO,NGA,Metals and minerals,48.31,189.672
AGO,NOR,Fossil fuels,23901.832,65358.953
AGO,NOR,Metals and minerals,NA,NA
AGO,PER,Agricultural products,2531.018,1596
AGO,POL,Metals and minerals,2079.946,6898.29
AGO,PRT,Agricultural products,7511.175,916.963
AGO,PRT,Forestry products,2756.227,4416.368
AGO,PRT,Fossil fuels,867590.915,2825448.171
AGO,PRT,Metals and minerals,1521.388,13037.886
AGO,ROU,Fossil fuels,7.457,0.039
AGO,RUS,Metals and minerals,6.077,18.197
AGO,STP,Agricultural products,22.911,28.439
AGO,STP,Fertilizers,NA,NA
AGO,STP,Forestry products,0.085,0.25
AGO,STP,Fossil fuels,2.236,2.825
AGO,STP,Metals and minerals,940.716,6992.944
AGO,SEN,Metals and minerals,2.928,7.827
AGO,IND,Forestry products,1099.038,2611.759
AGO,IND,Fossil fuels,1797159.565,5734545.628
AGO,IND,Metals and minerals,4255.963,6221.018
AGO,IND,Pearls and gemstones,198739.975,0.206
AGO,SVK,Metals and minerals,0.443,1.8
AGO,ZAF,Agricultural products,30.491,76.605
AGO,ZAF,Forestry products,351.105,465.058
AGO,ZAF,Fossil fuels,1262325.802,4002514.925
AGO,ZAF,Metals and minerals,115.309,759.721
AGO,ZAF,Pearls and gemstones,1374.793,0.001
AGO,ZWE,Agricultural products,12.726,13.806
AGO,ESP,Agricultural products,12603.064,1385.552
AGO,ESP,Fertilizers,81.885,337.5
AGO,ESP,Forestry products,79.113,52.087
AGO,ESP,Fossil fuels,886111.691,3050985.263
AGO,ESP,Metals and minerals,5559.184,28450.879
AGO,THA,Agricultural products,NA,NA
AGO,THA,Fossil fuels,160109.056,426044.475
AGO,THA,Metals and minerals,5009.465,4045.683
AGO,ARE,Forestry products,3027.873,8046.903
AGO,ARE,Metals and minerals,3279.563,2298.505
AGO,ARE,Pearls and gemstones,944412.485,1.657
AGO,TUN,Metals and minerals,NA,NA
AGO,TUR,Agricultural products,74.112,67.547
AGO,TUR,Forestry products,1311.09,3008.484
AGO,TUR,Fossil fuels,3715.829,12568.597
AGO,TUR,Metals and minerals,839.094,542.507
AGO,TUR,Pearls and gemstones,5.911,0.001
AGO,EGY,Agricultural products,24.518,10.525
AGO,EGY,Metals and minerals,93.598,343.103
AGO,GBR,Agricultural products,NA,NA
AGO,GBR,Forestry products,3.486,36.2
AGO,GBR,Fossil fuels,361176.596,1041620.647
AGO,GBR,Metals and minerals,61.462,29.751
AGO,USA,Agricultural products,44.266,10.5
AGO,USA,Fossil fuels,2731731.55,8693097.454
AGO,USA,Metals and minerals,9.171,9
AGO,USA,Pearls and gemstones,233804.975,0.244
AGO,BFA,Fossil fuels,7685.196,13238.658
AGO,URY,Fossil fuels,226117.355,667619.51
ATG,DZA,Agricultural products,158.854,134.205
ATG,AUS,Agricultural products,285.152,278.15
ATG,BHR,Agricultural products,39.724,28.23
ATG,BRB,Agricultural products,158.23416682,570.5385762
ATG,BRB,Fossil fuels,517.832,78
ATG,BEL,Agricultural products,1.339,0.9
ATG,BMU,Fossil fuels,3970.798,6308.372
ATG,SLB,Agricultural products,100.769,436.329
ATG,VGB,Agricultural products,NA,NA
ATG,VGB,Metals and minerals,30.703,9.586
ATG,MMR,Agricultural products,277.057,781.66
ATG,MMR,Fossil fuels,514.937,1314.892
ATG,KHM,Agricultural products,383.398,1499.412
ATG,CAN,Agricultural products,51.262,1.098
ATG,CAN,Fossil fuels,NA,NA
ATG,CAN,Metals and minerals,0.017,0.008
ATG,CHN,Agricultural products,1.296,0.227
ATG,CHN,Metals and minerals,18.889,87.302
ATG,CZE,Agricultural products,21.903,7.818
ATG,CZE,Metals and minerals,0.055,0.002
ATG,DNK,Agricultural products,179.843,67.488
ATG,DMA,Agricultural products,0.382,0.07
ATG,DMA,Fossil fuels,0.006,0.003
ATG,DMA,Metals and minerals,20.343,6.463
ATG,DOM,Fossil fuels,1549.873,1093.801
ATG,FRA,Agricultural products,512.914,995.678
ATG,PSE,Forestry products,11.899,14.522
ATG,DEU,Agricultural products,2.988,2.7
ATG,GHA,Agricultural products,38.513,10.8
ATG,HKG,Agricultural products,2.899,1.491
ATG,IDN,Metals and minerals,73.577,350.6
ATG,JAM,Forestry products,13.018,13.369
ATG,JAM,Fossil fuels,2018.523,5536.93
ATG,KOR,Agricultural products,3361.566,4071.297
ATG,KOR,Forestry products,9.75,25
ATG,KOR,Metals and minerals,30.37,122.276
ATG,LUX,Agricultural products,2.598,0.761
ATG,MYS,Agricultural products,1.326,0.105
ATG,MRT,Agricultural products,NA,NA
ATG,MEX,Fossil fuels,4.668,3.236
ATG,MEX,Metals and minerals,2.957,0.227
ATG,MSR,Agricultural products,53.416,42.408
ATG,MSR,Metals and minerals,14.537,3.319
ATG,NLD,Agricultural products,1.758,1.019
ATG,NLD,Fertilizers,0.011,0.02
ATG,NLD,Forestry products,0.035,0.112
ATG,NLD,Fossil fuels,0.906,1.972
ATG,NLD,Metals and minerals,0.488,0.438
ATG,NLD,Pearls and gemstones,NA,NA
ATG,NGA,Agricultural products,NA,NA
ATG,PAK,Metals and minerals,24.722,63.95
ATG,PRT,Fossil fuels,280.817,52393.092
ATG,KNA,Agricultural products,10.665,0.24
ATG,KNA,Metals and minerals,245.514,96.793
ATG,LCA,Agricultural products,25.87317384,22.02853739
ATG,LCA,Metals and minerals,0.20890501,0.02342388
ATG,VCT,Agricultural products,1.981,0.014
ATG,SEN,Agricultural products,7502.828,22675.583
ATG,SEN,Metals and minerals,0.511,0.595
ATG,SRB,Agricultural products,0.438,0.2
ATG,SYC,Agricultural products,52.458,25.02
ATG,SYC,Forestry products,11.111,68.26
ATG,SVK,Agricultural products,22.718,10.214
ATG,ZAF,Fossil fuels,7.159,208.042
ATG,ZAF,Pearls and gemstones,NA,NA
ATG,ESP,Fossil fuels,0.201,0.02
ATG,ESP,Metals and minerals,1.341,25.071
ATG,SUR,Fossil fuels,17711.732,29880.818
ATG,THA,Agricultural products,18.327,0.609
ATG,THA,Forestry products,86.896,512.45
ATG,THA,Metals and minerals,29.8949861,170.240816
ATG,TTO,Fossil fuels,1.907,0.5
ATG,ARE,Agricultural products,0.671,0.358
ATG,ARE,Metals and minerals,7.407,43.208
ATG,TUN,Agricultural products,2456.668,2481.6
ATG,TUN,Metals and minerals,128.611,25.642
ATG,GBR,Agricultural products,3.502,0.103
ATG,GBR,Forestry products,0.402,0.02
ATG,GBR,Fossil fuels,0.36,0.04
ATG,GBR,Metals and minerals,0.074,0.01
ATG,TZA,Agricultural products,1303.131,1500
ATG,USA,Agricultural products,175.739,33.77
ATG,USA,Forestry products,72.591,29.123
ATG,USA,Fossil fuels,18.2907872,20.7561993
ATG,USA,Metals and minerals,121.2067554,48.0590841
ATG,USA,Pearls and gemstones,NA,NA
AZE,AFG,Agricultural products,2045.037,2498.653
AZE,AFG,Fossil fuels,55384.989,67220.105
AZE,ALB,Fossil fuels,19.385,24.262
AZE,DZA,Agricultural products,125.549,15.234
AZE,DZA,Fossil fuels,10766.538,13474.922
AZE,DZA,Metals and minerals,6.782,1.634
AZE,AUS,Agricultural products,116.113,98.032
AZE,AUT,Agricultural products,174.9,13.843
AZE,AUT,Fossil fuels,112317.589,295716.963
AZE,BHR,Agricultural products,95.3081683,42.182651
AZE,BEL,Agricultural products,23.239,10.464
AZE,BEL,Fossil fuels,2.38323556,2.90921507
AZE,BEL,Metals and minerals,45.16,51
AZE,BMU,Fossil fuels,0.883,1.105
AZE,BRA,Fossil fuels,1.223,1.53
AZE,BGR,Agricultural products,24.2817151,11.8695554
AZE,BGR,Fossil fuels,8.419,10.537
AZE,BGR,Metals and minerals,156.427,30.776
AZE,BLR,Agricultural products,937.44174028,300.82238548
AZE,BLR,Fossil fuels,31172.2789039,82050.134487
AZE,BLR,Metals and minerals,4319.614958,3999.634582
AZE,CAN,Agricultural products,268.25887527,49.32185473
AZE,CAN,Fossil fuels,73081.9779,188542.978
AZE,CAN,Metals and minerals,11.548,10.886
AZE,CPV,Fossil fuels,7778.443,9735.154
AZE,LKA,Metals and minerals,1.568,0.3
AZE,CHL,Metals and minerals,11.426,106.686
AZE,CHN,Agricultural products,2229.636757,1272.757036
AZE,CHN,Fossil fuels,285270.712,739577.154
AZE,CHN,Metals and minerals,47.31,7.394
AZE,CRI,Fossil fuels,0.327,0.41
AZE,HRV,Fossil fuels,241419.689,657241.881
AZE,CYP,Agricultural products,55.244,17.114
AZE,CYP,Fossil fuels,15227.945,32948.36
AZE,CZE,Agricultural products,1038.62137,118.194018
AZE,CZE,Fossil fuels,328008.904,939626.074
AZE,CZE,Metals and minerals,1254.657363,352.008159
AZE,DNK,Fossil fuels,12.335,15.438
AZE,DNK,Metals and minerals,NA,NA
AZE,EST,Agricultural products,577.17893177,391.10696887
AZE,EST,Fossil fuels,0.997,1.247
AZE,EST,Metals and minerals,151.294,150.657
AZE,FIN,Agricultural products,461.309,175.917
AZE,FIN,Fossil fuels,9.18160113,11.509932
AZE,FRA,Agricultural products,2360.5988709,517.61013565
AZE,FRA,Fossil fuels,641737.519087,1807389.55544
AZE,FRA,Metals and minerals,17.256,20.98
AZE,GEO,Agricultural products,12936.68669165,30847.10119925
AZE,GEO,Fertilizers,2269.269,7855
AZE,GEO,Forestry products,29.9297304,19.1455091
AZE,GEO,Fossil fuels,269906.63196531,604455.37058039
AZE,GEO,Metals and minerals,40123.27949641,304181.73321465
AZE,DEU,Agricultural products,26342.19004836,3162.533456
AZE,DEU,Fossil fuels,965704.009,2751630.257
AZE,DEU,Metals and minerals,2257.2844341,1147.49507611
AZE,GRC,Agricultural products,496.667711,175.845117
AZE,GRC,Fossil fuels,2075.08,5626.551
AZE,GRC,Metals and minerals,40.733,15.962
AZE,HKG,Agricultural products,198.344,117.333
AZE,HKG,Fossil fuels,7.675,9.606
AZE,HUN,Agricultural products,13.456,9.751
AZE,HUN,Fossil fuels,15387.529,41403.789
AZE,HUN,Metals and minerals,662.323,386.287
AZE,ISL,Fossil fuels,2.693,3.371
AZE,IDN,Fossil fuels,200639.64,586447.435
AZE,IRN,Agricultural products,5128.732,17328.509
AZE,IRN,Forestry products,94.541,113.485
AZE,IRN,Fossil fuels,4751.73,12030.088
AZE,IRN,Metals and minerals,28549.321,37520.284
AZE,IRQ,Agricultural products,13537.52,23413.86
AZE,IRQ,Forestry products,20.407,11.469
AZE,IRQ,Fossil fuels,14.299,17.896
AZE,IRQ,Metals and minerals,27.36,47.361
AZE,IRL,Agricultural products,0.152,0.199
AZE,IRL,Fossil fuels,30180.9844,89709.7815
AZE,ISR,Agricultural products,85.7722512,36.1704778
AZE,ISR,Fossil fuels,662958.869,1747077.865
AZE,ISR,Metals and minerals,3.36,12.988
AZE,ITA,Agricultural products,31014.2831827,3303.9805042
AZE,ITA,Forestry products,11.5990448,11.9796542
AZE,ITA,Fossil fuels,2093127.2887,5871542.9385
AZE,ITA,Metals and minerals,21803.849977,15843.9456962
AZE,JPN,Agricultural products,1018.1036097,128.6841514
AZE,JPN,Fossil fuels,12.858,16.093
AZE,JPN,Metals and minerals,941.584828,485.840629
AZE,KAZ,Agricultural products,11837.89372669,20199.7225146
AZE,KAZ,Forestry products,0.115,0.201
AZE,KAZ,Fossil fuels,378.55988,547.152346
AZE,KAZ,Metals and minerals,670.8285461,738.6730905
AZE,JOR,Fossil fuels,4.573,5.723
AZE,JOR,Metals and minerals,2347.09185,716.920211
AZE,KOR,Agricultural products,15.724,8.77
AZE,KOR,Fossil fuels,21.108,26.418
AZE,KOR,Metals and minerals,22.793,8.06
AZE,KWT,Agricultural products,12.277,15.77
AZE,KGZ,Agricultural products,3978.579653,7427.02741358
AZE,KGZ,Metals and minerals,321.611,70.5771976
AZE,LBN,Agricultural products,0.963,0.394
AZE,LBN,Fossil fuels,34809.4636,47120.3369
AZE,LVA,Agricultural products,170.58,13.529
AZE,LVA,Fossil fuels,7.782,9.739
AZE,LVA,Metals and minerals,0.85715845,0.31964069
AZE,LTU,Agricultural products,578.895843,118.9101946
AZE,LTU,Fossil fuels,7.774,9.73
AZE,LTU,Metals and minerals,7.383,1.962
AZE,LUX,Agricultural products,3.004,0.156
AZE,LUX,Fossil fuels,9474.156,11857.434
AZE,LUX,Metals and minerals,NA,NA
AZE,MYS,Agricultural products,196.117,58.576
AZE,MLI,Agricultural products,59.296,92.4
AZE,MLT,Fossil fuels,91098.3668,159728.7503
AZE,MEX,Agricultural products,2.986,0.094
AZE,MEX,Metals and minerals,6.192,1.432
AZE,MNG,Agricultural products,53.36802612,36.91401637
AZE,MDA,Agricultural products,28.9567149,18.04770255
AZE,MDA,Fossil fuels,1.141,1.428
AZE,MNE,Fossil fuels,16.513,20.667
AZE,MAR,Metals and minerals,12.308,2.868
AZE,NLD,Agricultural products,727.404936,116.1768099
AZE,NLD,Fertilizers,0.034,0.059
